package,snippet,description
@ironfly/lru-diskcache	"// Initialize the cache\r\ncache.init()\r\n\r\n// Get content as a buffer (return a promise)\r\ncache.get(key)\r\n\r\n// Get content as a string\r\ncache.get(key, { encoding: 'utf8' })\r\n\r\n// Get content as a stream (return a promise)\r\ncache.getStream(key)\r\n\r\n// Check if a key is in the cache, without updating the recent-ness or deleting it for being stale.\r\ncache.has(key)\r\n\r\n// Delete a key from the cache\r\ncache.del(key)\r\n\r\n// Return total length of objects in cache taking into account\r\ncache.size()\r\n\r\n// Manually iterates over the entire cache proactively pruning old entries\r\ncache.prune()\r\n"	"### API\r\n\r\n"
@jamestalmage/babel-template	"import template from 'babel-template';\nimport generate from 'babel-generator';\nimport * as t from 'babel-types';\n\nconst buildRequire = template(`\n  var IMPORT_NAME = require(SOURCE);\n`);\n\nconst ast = buildRequire({\n  IMPORT_NAME: t.identifier('myModule'),\n  SOURCE: t.stringLiteral('my-module')\n});\n\nconsole.log(generate(ast).code);\n"	"## Usage\n"
@jamestalmage/babel-template	"var myModule = require('my-module');\n"	"## Usage\n"
@kingjs/linq.average	"var average = require('@kingjs/linq.average');\r\nvar sequence = require('@kingjs/enumerable.create');\r\n\r\naverage.call(sequence(-2, 0, 2));\r\n"	"## Usage\r\nCompute the average of `[-2, 0, 2]` like this:\r\n"
@lion/option	"import '@lion/option/lion-option.js';\n"	"### Installation\n"
@meifacil/react-native-pdf-view	"'use strict';\r\n\r\nimport React,{\r\n    Component\r\n} from 'react';\r\n\r\nimport {\r\n    StyleSheet,\r\n    View\r\n} from 'react-native';\r\n\r\nimport PDFView from 'react-native-pdf-view';\r\n\r\nexport default class PDF extends Component {\r\n    constructor(props) {\r\n        super(props);\r\n    }\r\n\r\n    render(){\r\n      <PDFView ref={(pdf)=>{this.pdfView = pdf;}}\r\n                         src={\"sdcard/pdffile.pdf\"}\r\n                         onLoadComplete = {(pageCount)=>{\r\n                            this.pdfView.setNativeProps({\r\n                                zoom: 1.5\r\n                            });\r\n                         }}\r\n                         style={styles.pdf}/>\r\n    }\r\n}\r\nvar styles = StyleSheet.create({\r\n    pdf: {\r\n        flex:1\r\n    }\r\n});\r\n"	"### Example\r\n\r\n"
@meniga/config	"import { globalConfig } from '@meniga/config'\r\n\r\nconst _configItemsPerPage = globalConfig('transactions.itemsPerPage', 50)\r\n"	"\r\nExample:\r\n\r\n"
@meniga/config	"import { getBooleanConfigValue } from '@meniga/config'\r\n\r\nconst _configShowCurrentMonthInChart = getBooleanConfigValue('transactions.showCurrentMonthInChart', false)\r\n"	"### getBooleanConfigValue\r\n> *getBooleanConfigValue* makes sure that the value you get from the config is a boolean (e.g. if the config file itself has a string value 'true' you will get back a Boolean(true)). Example:\r\n\r\n"
@meniga/config	"import { getIntConfigValue } from '@meniga/config'\r\n\r\nconst _configUndoCategoryChangeTimeout = getIntConfigValue('transactions.undoCategoryChangeTimeout', 3000)\r\n"	"### getIntConfigValue\r\n> *getIntConfigValue* makes sure that the value you get from the config is an integer (e.g. if the config file itself has a string value '10' you will get a Number(10) back). Example:\r\n\r\n"
@mu-ui/mu-dialog	"// plugin\nimport Dialog from '@mu-ui/mu-dialog'\n\nVue.use(Dialog)\n\nthis.$dialog({\n  title: 'Title',\n  message: 'Message...',\n  opacity: 0.5,\n  single: true,\n  highlight: '#fd0',\n  btns: ['No', 'Yes'],\n  confirm() {\n    console.log('click confirm btn')\n  },\n  cancel() {\n    console.log('click cancel btn')\n  }\n})\n\nor\n\n// component\nimport Dialog from '@mu-ui/mu-dialog'\n\nVue.component('mu-dialog', Dialog.Dialog)\n\n// use v-model to control whether or not visible\n<mu-dialog v-model=\"show\" @confirm=\"confirm\" @cancel=\"cancel\">\n  <div class=\"dialog-main\">\n    <p>1</p>\n    <p>2</p>\n    <p>3</p>\n  </div>\n</mu-dialog>\n"	"### Usage\n"
@ngard/tiny-chunk	"chunk(/* array [, chunkSize] */)\n"	"## Syntax\n"
@ngard/tiny-chunk	"import { chunk } from '@ngard/tiny-chunk';\n\nconst value = chunk([1, 2, 3, 4, 5], 2);\n// value is [[1, 2], [3, 4], [5]]\n"	"## Example\n"
@nlabs/arkhamjs-example-react	"// JS\nimport `./component.css`;\n"	"All `.css` imports will be run through postcss and cssnext, extracted and compiled during builds. CSS features included are nested classes and SASS-like variables. Styles must be imported either directly within the js file or via another stylesheet which has already been imported.\n"
@openfonts/carrois-gothic-sc_latin	"// Load Carrois Gothic SC typeface\nrequire('@openfonts/carrois-gothic-sc_latin')\n"	"## Use\nTypefaces assume you’re using webpack to process CSS and files. Each typeface\npackage includes all necessary font files (woff2, woff) and a CSS file with\nfont-face declarations pointing at these files.\nYou will need to have webpack setup to load css and font files. Many tools built\nwith Webpack will work out of the box with Typefaces such as [Gatsby](https://github.com/gatsbyjs/gatsby)\nand [Create React App](https://github.com/facebookincubator/create-react-app).\nTo use, simply require the package in your project’s entry file e.g.\n"
@opentelemetry/tracing	"const opentelemetry = require('@opentelemetry/api');\nconst { BasicTracerProvider } = require('@opentelemetry/tracing');\n\n// To start a trace, you first need to initialize the Tracer provider.\n// NOTE: The default OpenTelemetry tracer provider does not record any tracing information.\n//       Registering a working tracer provider allows the API methods to record traces.\nnew BasicTracerProvider().register();\n\n// To create a span in a trace, we used the global singleton tracer to start a new span.\nconst span = opentelemetry.trace.getTracer('default').startSpan('foo');\n\n// Set a span attribute\nspan.setAttribute('key', 'value');\n\n// We must end the spans so they become available for exporting.\nspan.end();\n"	"## Usage\n"
@ornikar/rollup-plugin-postcss	"// rollup.config.js\nimport postcss from 'rollup-plugin-postcss'\n\nexport default {\n  plugins: [\n    postcss({\n      plugins: []\n    })\n  ]\n}\n"	"## Usage\nYou are viewing the docs for `v2.0` which only support Rollup 1.0 or above.\n"
@ornikar/rollup-plugin-postcss	"import './style.css'\n"	"Then you can use CSS files:\n"
@ornikar/rollup-plugin-postcss	"// Inject to `<head>` and also available as `style`\nimport style from './style.css'\n"	"Note that the generated CSS will be injected to `<head>` by default, and the CSS string is also available as default export unless `extract: true`:\n"
@ornikar/rollup-plugin-postcss	"postcss({\n  extract: true\n})\n"	"### Extract CSS\n"
@ornikar/rollup-plugin-postcss	"postcss({\n  modules: true,\n  // Or with custom options for `postcss-modules`\n  modules: {}\n})\n"	"### CSS modules\n"
@ornikar/rollup-plugin-postcss	"namedExports(name) {\n  // Maybe you simply want to convert dash to underscore\n  return name.replace(/-/g, '_')\n}\n"	"### namedExports\nType: `boolean` `function`<br>\nDefault: `false`\nUse named exports alongside default export.\nYou can supply a function to control how exported named is generated:\n"
@ornikar/rollup-plugin-postcss	"import style, { class$_$name, class$__$name, $switch$ } from './style.css'\nconsole.log(style['class-name'] === class$_$name) // true\nconsole.log(style['class--name'] === class$__$name) // true\nconsole.log(style['switch'] === $switch$) // true\n"	"The original will not be removed, it's still available on `default` export:\n"
@ornikar/rollup-plugin-postcss	"// rollup.config.js\npostcss({\n  config: {\n    ctx: {\n      foo: 'bar'\n    }\n  }\n})\n\n// postcss.config.js\nmodule.exports = context => {\n  console.log(context.options.foo) // 'bar'\n\n  return {}\n}\n"	"#### config.ctx\nType: `object`\n[`ctx`](https://github.com/michael-ciniawsky/postcss-load-config#context) argument for PostCSS config file.\nNote: Every keys you pass to `config.ctx` will be available under `options` inside\nthe postcss config.\n"
@ornikar/rollup-plugin-postcss	"interface Loader {\n  name: string,\n  test: RegExp,\n  process: (this: Context, input: Payload) => Promise<Payload> | Payload\n}\n\ninterface Context {\n  /** Loader options */\n  options: any\n  /** Sourcemap */\n  sourceMap: any\n  /** Resource path */\n  id: string\n  /** Files to watch */\n  dependencies: Set<string>\n  /** Emit a waring */\n  warn: PluginContext.warn\n  /** https://rollupjs.org/guide/en#plugin-context */\n  plugin: PluginContext\n}\n\ninterface Payload {\n  /** File content */\n  code: string\n  /** Sourcemap */\n  map?: string | SourceMap\n}\n"	"### loaders\nType: `Loader[]`\nAn array of custom loaders, check out our [sass-loader](./src/sass-loader.js) as example.\n"
@regexp-extra/flags	"const flags = require('@regexp-extra/flags');\r\n// -> flags\r\n\r\n\r\nflags(/EATME/g);\r\n// g\r\n\r\nflags(/DRINKME/im);\r\n// im\r\n"	"\r\n"
@roocky/vue-shudan	"import Goban from '@roocky/vue-shudan';\n"	"加载后直接调用即可：\n"
@soundstep/infuse	"var injector = new infuse.Injector();\n"	"## create injector\n"
@soundstep/infuse	"var infuse = require('@soundstep/infuse');\nvar injector = new infuse.Injector();\n"	"## create injector with node.js\n"
@soundstep/infuse	"injector.mapValue(\"name\", \"John\");\n"	"## map value\n"
@soundstep/infuse	"injector.removeMapping(\"name\");\n"	"## remove mapping\n"
@soundstep/infuse	"injector.hasMapping(\"name\");\n"	"## test mapping\n"
@soundstep/infuse	"injector.inject(john);\n"	"## inject value\n"
@soundstep/infuse	"// create injector\nvar injector = new infuse.Injector();\n// map value to the name property\ninjector.mapValue(\"name\", \"John\");\n// create person class\nvar Person = function() {\n\tthis.name = null;\n}\n// instantiate Person class\nvar john = new Person();\n// inject values in the Person instance\ninjector.inject(john);\nalert(john.name); // will alert John\n"	"Full example:\n"
@soundstep/infuse	"var john = injector.createInstance(Person);\n"	"or\n"
@soundstep/infuse	"// create injector\nvar injector = new infuse.Injector();\n// map value to the name property\ninjector.mapValue(\"name\", \"John\");\n// create person class\nvar Person = function() {\n\tthis.name = null;\n}\n// instantiate Person class and inject values\nvar john = injector.createInstance(Person);\nalert(john.name); // will alert John\n"	"Full example:\n"
@soundstep/infuse	"// create injector\nvar injector = new infuse.Injector();\n// map value to the name property\ninjector.mapValue(\"name\", \"John\");\n// create person class\nvar Person = function(name) {\n\tthis.nameParam = name;\n}\n// instantiate Person class and inject values from the constructor\nvar john = injector.createInstance(Person);\nalert(john.nameParam); // will alert John\n"	"Full example with constructor:\n"
@soundstep/infuse	"// create injector\nvar injector = new infuse.Injector();\n// map value to the name property\ninjector.mapValue(\"name\", \"John\");\n// person class\nvar Person = function(specifiedName) {\n\tthis.specifiedName = specifiedName;\n}\n// specify injected arguments\nPerson.inject = [\"name\"];\n// instantiate Person class and inject values from the constructor\nvar john = injector.createInstance(Person);\nalert(john.specifiedName); // will alert John\n"	"## specified inject value (minification)\nIt is also possible to specify the injected value using a static variable \"inject\", which would describe the arguments that should be sent into the instance.\n"
@soundstep/infuse	"var injector = new infuse.Injector();\ninjector.strictMode = true; // default is false\n"	"A strict mode can be enabled, the injector will throw an error if the \"inject\" property is missing when trying to instantiate a function.\n"
@soundstep/infuse	"var injector = new infuse.Injector();\ninjector.strictModeConstructorInjection = true;  // default is false\n"	"A strict mode for constructor injection only can also be specified, the injector will throw an error if the \"inject\" property is missing.  \nThe error will not be thrown if the dependencies are declared using properties (`obj.propName = null`) rather than constructor argument (`function Obj(propName) {`).  \nThis is a looser strict mode than `injector.strictMode`, which apply to both property and constructor injection.  \nthis option will be enough to mangle arguments while minifying javascript and have the dependency injection still working.\n"
@soundstep/infuse	"injector.mapClass(\"model\", MyModel);\n"	"## map class\n"
@soundstep/infuse	"// create injector\nvar injector = new infuse.Injector();\n// create model class\nvar MyModel = function() {\n\tthis.data = \"data\";\n}\n// map class to the model property\ninjector.mapClass(\"model\", MyModel);\n// create class that will receive an instance of MyModel class\nvar OtherClass = function() {\n\tthis.model = null;\n}\n// instantiate Person class and inject values\nvar other1 = injector.createInstance(OtherClass);\nalert(other1.model); // contains a MyModel instance\nvar other2 = injector.createInstance(OtherClass);\nalert(other2.model); // contains another MyModel instance\n"	"Full example:\n"
@soundstep/infuse	"// create injector\nvar injector = new infuse.Injector();\n// create model class\nvar MyModel = function() {\n\tthis.data = \"data\";\n}\n// map class to the model property\ninjector.mapClass(\"model\", MyModel);\n// create class that will receive an instance of MyModel class\nvar OtherClass = function(model) {\n\tthis.modelParam = model;\n}\n// instantiate Person class and inject values\nvar other1 = injector.createInstance(OtherClass);\nalert(other1.modelParam); // contains a MyModel instance\nvar other2 = injector.createInstance(OtherClass);\nalert(other2.modelParam); // contains another MyModel instance\n"	"Full example with constructor:\n"
@soundstep/infuse	"injector.mapClass(\"model\", MyModel, true);\n"	"## map class as singleton\n"
@soundstep/infuse	"// create injector\nvar injector = new infuse.Injector();\n// create model class\nvar MyModel = function() {\n\tthis.data = \"data\";\n}\n// map class to the model property\ninjector.mapClass(\"model\", MyModel, true);\n// create class that will receive an instance of MyModel class\nvar OtherClass = function() {\n\tthis.model = null;\n}\n// instantiate Person class and inject values\nvar other1 = injector.createInstance(OtherClass);\nalert(other1.model); // contains a MyModel instance\nvar other2 = injector.createInstance(OtherClass);\nalert(other2.model); // contains the same model instance as other1\nalert(other1.model === other2.model); // alert true\n"	"Full example:\n"
@soundstep/infuse	"// create injector\nvar injector = new infuse.Injector();\n// create model class\nvar MyModel = function() {\n\tthis.data = \"data\";\n}\n// map class to the model property\ninjector.mapClass(\"model\", MyModel, true);\n// create class that will receive an instance of MyModel class\nvar OtherClass = function(model) {\n\tthis.modelParam = model;\n}\n// instantiate Person class and inject values\nvar other1 = injector.createInstance(OtherClass);\nalert(other1.modelParam); // contains a MyModel instance\nvar other2 = injector.createInstance(OtherClass);\nalert(other2.modelParam); // contains the same model instance as other1\nalert(other1.modelParam === other2.modelParam); // alert true\n"	"Full example with constructor:\n"
@soundstep/infuse	"injector.mapClass(\"model\", MyModel);\nvar model = injector.getValue(\"model\");\n"	"## get instance with mapping name\n"
@soundstep/infuse	"// create injector\nvar injector = new infuse.Injector();\n// create model class\nvar MyModel = function() {\n\tthis.data = \"data\";\n}\n// map class to the model property\ninjector.mapClass(\"model\", MyModel);\n// get instance created\nvar model1 = injector.getValue(\"model\");\nalert(model1); // contains a MyModel instance\nvar model2 = injector.getValue(\"model\");\nalert(model2); // contains another MyModel instance\nalert(model1 === model2); // alert false\n"	"Full example:\n"
@soundstep/infuse	"injector.mapClass(\"model\", MyModel, true);\nvar model = injector.getValue(\"model\");\n"	"## get instance with mapping name as singleton\n"
@soundstep/infuse	"// create injector\nvar injector = new infuse.Injector();\n// create model class\nvar MyModel = function() {\n\tthis.data = \"data\";\n}\n// map class to the model property\ninjector.mapClass(\"model\", MyModel, true);\n// get instance created\nvar model1 = injector.getValue(\"model\");\nalert(model1); // contains a MyModel instance\nvar model2 = injector.getValue(\"model\");\nalert(model2); // contains another MyModel instance\nalert(model1 === model2); // alert true\n"	"Full example:\n"
@soundstep/infuse	"injector.mapClass(\"model\", MyModel);\nvar model = injector.getValueFromClass(MyModel);\n"	"## get instance with class\n"
@soundstep/infuse	"// create injector\nvar injector = new infuse.Injector();\n// create model class\nvar MyModel = function() {\n\tthis.data = \"data\";\n}\n// map class to the model property\ninjector.mapClass(\"model\", MyModel);\n// get instance created\nvar model1 = injector.getValueFromClass(MyModel);\nalert(model1); // contains a MyModel instance\nvar model2 = injector.getValueFromClass(MyModel);\nalert(model2); // contains another MyModel instance\nalert(model1 === model2); // alert false\n"	"Full example:\n"
@soundstep/infuse	"injector.mapClass(\"model\", MyModel, true);\nvar model = injector.getValueFromClass(MyModel);\n"	"## get instance with class as singleton\n"
@soundstep/infuse	"// create injector\nvar injector = new infuse.Injector();\n// create model class\nvar MyModel = function() {\n\tthis.data = \"data\";\n}\n// map class to the model property\ninjector.mapClass(\"model\", MyModel, true);\n// get instance created\nvar model1 = injector.getValueFromClass(MyModel);\nalert(model1); // contains a MyModel instance\nvar model2 = injector.getValueFromClass(MyModel);\nalert(model2); // contains another MyModel instance\nalert(model1 === model2); // alert true\n"	"Full example:\n"
@soundstep/infuse	"var child = injector.createChild();\n"	"## create child injector (inherit the mapping from the parent injector)\n"
@soundstep/infuse	"// create injector\nvar injector = new infuse.Injector();\n// map value to the name property on the parent injector\ninjector.mapValue(\"name\", \"John\");\n// create child injector\nvar child = injector.createChild();\n// map value to the type property on the child injector\nchild.mapValue(\"type\", \"male\");\n// create class that will receive the name and type value\nvar FooClass = function() {\n\tthis.name = null;\n\tthis.type = null;\n}\n// instance the class with the child injector\nvar fooChild = child.createInstance(FooClass);\nalert(fooChild.name); // will alert \"John\"\nalert(fooChild.type); // will alert \"male\"\nvar fooParent = injector.createInstance(FooClass);\nalert(fooParent.name); // will alert \"John\"\nalert(fooParent.type); // will alert null\n"	"Full example:\n"
@soundstep/infuse	"// return a new instance every time\nvar instance1 = injector.createInstance(MyClass);\nvar instance2 = injector.createInstance(MyClass);\nvar instance3 = injector.createInstance(MyClass);\n\n// return a new instance every time\ninjector.mapClass(\"name\", MyClass);\nvar instance1 = injector.getValue(\"name\");\nvar instance2 = injector.getValue(\"name\");\nvar instance3 = injector.getValue(\"name\");\n\n// return a new instance every time\ninjector.mapClass(\"name\", MyClass);\nvar instance1 = injector.getValueFromClass(MyClass);\nvar instance2 = injector.getValueFromClass(MyClass);\nvar instance3 = injector.getValueFromClass(MyClass);\n\n// return the same instance every time\ninjector.mapClass(\"name\", MyClass, true); // mapped as singleton\nvar instance1 = injector.getValue(\"name\");\nvar instance2 = injector.getValue(\"name\");\nvar instance3 = injector.getValue(\"name\");\n\n// return the same instance every time\ninjector.mapClass(\"name\", MyClass, true); // mapped as singleton\nvar instance1 = injector.getValueFromClass(MyClass);\nvar instance2 = injector.getValueFromClass(MyClass);\nvar instance3 = injector.getValueFromClass(MyClass);\n"	"## getValue vs createInstance\nThe method createInstance will always return a new instance.\nThe method getValue needs to have a mapping registered and might return the same instance depending if the class has been mapped as singleton.\n"
@soundstep/infuse	"// create injector\nvar injector = new infuse.Injector();\n// map value to the data property\ninjector.mapValue(\"data\", \"some data\");\n// create model class\nvar MyModel = function() {\n\tthis.data = null;\n}\nMyModel.prototype = {\n\tpostConstruct: function() {\n\t\t// called after injection\n\t\t// this.data is injected\n\t\talert(this.data);\n\t}\n}\ninjector.createInstance(MyModel);\n"	"## post construct\nA post construct method can be added, it will be automatically called once the injection is done.\n"
@stackstorm/browserify-postcss	"var browserify = require('browserify')\nvar fs = require('fs')\n\nvar b = browserify(__dirname + '/src/entry.js')\nb.transform('browserify-postcss', {\n  // a list of postcss plugins\n  plugin: [\n    'postcss-import',\n    'postcss-advanced-variables',\n    ['postcss-custom-url', [\n      ['inline', { maxSize: 10 }],\n      ['copy', {\n        assetOutFolder: __dirname + '/static/assets',\n        baseUrl: 'assets',\n        name: '[name].[hash]',\n      }],\n    ]],\n  ],\n  // basedir where to search plugins\n  basedir: __dirname + '/src',\n  // insert a style element to apply the styles\n  inject: true,\n})\nb.bundle().pipe(\n  fs.createWriteStream(to)\n)\n\n"	"## Example\nThe build script:\n"
@stackstorm/browserify-postcss	"require('./entry.css')\n\nconsole.log('styles from entry.css are applied')\n\n"	"entry.js:\n"
@vacom/logbook	"import Log from \"@vacom/logbook\";\n"	"### How to import\nAfter installing the dependency, just import the components you need\n"
@xpertsea/vaadin-grid	"import '@vaadin/vaadin-grid/vaadin-grid.js';\n"	"Once installed, import it in your application:\n"
